Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
547400	-17389.49	-17372.65	-16.83865	6.201966	0.256195	0.244817	0.250839	0.248149	0.04289062	0.237939	0.290061	5.83554	1.64634	0.000673008	0.000820434	0.0165057	0.00465664	0.570287	0.429713	0.02208688	0.01204736	0.10911	0	0.831887	3.922749	1	1	1.333926	0.4297133	0.5702867	17.26456	0.002828485	3.922749	0.545449	0.82805	1.0808	1.5457
547500	-17393.82	-17374.05	-19.76782	25.39726	0.2491	0.246583	0.247167	0.25715	0.1678876	0.110272	0.265178	7.07732	1.36633	0.000326619	0.000785443	0.0209626	0.00404698	0.976208	0.0237916	0.002159406	0.007456627	0.555185	0	0.956563	3.301488	1	1	1.236643	0.02379158	0.9762084	91.43066	0.002961944	3.301488	0.760249	0.924832	1.05272	1.2622
547600	-17390.36	-17374.03	-16.32408	17.97466	0.244076	0.24715	0.256213	0.252561	0.05632549	0.163191	0.278501	5.46575	0.497065	0.000686397	0.0011714	0.0229894	0.0020907	0.974489	0.0255113	0.1249427	0.01067892	0.628008	0	0.4340874	3.170826	1	1	1.220118	0.02551128	0.9744887	7.493851	0.004206085	3.170826	0.718126	0.908386	1.05993	1.31356
547700	-17391.45	-17375.68	-15.76203	23.66917	0.249739	0.245382	0.256046	0.248833	0.02939277	0.119773	0.139275	4.46902	0.309993	0.000510739	0.000593901	0.0190569	0.00132188	0.791861	0.208139	0.0862402	0.03090055	1.29076	0	0.5179569	3.904842	1	1	1.212827	0.2081392	0.7918608	12.78731	0.004264232	3.904842	0.75216	0.921758	1.05416	1.27192
547800	-17389.44	-17372.16	-17.28358	43.74033	0.251131	0.250097	0.248327	0.250445	0.1079245	0.157415	0.2349	5.7516	0.310063	0.00057939	0.000864586	0.0211697	0.00114123	0.500033	0.499967	0.1115885	0.006853348	0.784836	0	0.2644471	3.287757	1	1	1.287098	0.4999666	0.5000334	5.826382	0.003680657	3.287757	0.814883	0.944598	1.04235	1.19816
547900	-17396.06	-17377.09	-18.96958	5.702889	0.25582	0.256766	0.243648	0.243766	0.06118903	0.100724	0.206604	5.03881	0.543013	0.000363603	0.000745814	0.0181895	0.00196021	0.803035	0.196965	0.1139266	0.01016903	0.280792	0	0.3402769	3.841759	1	1	1.349627	0.1969646	0.8030354	45.62748	0.00360988	3.841759	0.528888	0.819066	1.08191	1.57014
548000	-17393.19	-17375.18	-18.00691	4.824868	0.241863	0.256751	0.249696	0.251689	0.2577653	0.163849	0.282765	2.87198	0.523881	0.00108333	0.00186959	0.0189889	0.00346379	0.0826137	0.917386	0.04607607	0.006303045	0.294992	0	1.405966	3.609604	1	1	1.341436	0.9173863	0.08261373	38.07446	0.006611796	3.609604	0.494637	0.79964	1.08359	1.62213
548100	-17389.08	-17374.89	-14.1846	9.011707	0.249042	0.244191	0.248067	0.2587	0.06728004	0.228445	0.432035	2.42377	0.451733	0.00145272	0.00274738	0.0154132	0.00287264	0.246342	0.753658	0.05172106	0.006149327	0.123331	0	1.391388	3.926512	1	1	1.216039	0.7536578	0.2463422	9.403595	0.006359164	3.926512	0.613941	0.862645	1.0744	1.44901
548200	-17395.4	-17378.74	-16.6562	29.6904	0.254544	0.248838	0.244615	0.252002	0.2320468	0.0707436	0.146283	2.84524	0.210805	0.000645283	0.00133431	0.0259527	0.00192284	0.43198	0.56802	0.03433781	0.02441075	0.373606	0	1.748326	3.036784	1	1	1.250515	0.5680203	0.4319797	5.970857	0.009121428	3.036784	0.777316	0.931191	1.0496	1.24189
548300	-17394.95	-17374.01	-20.94199	9.303153	0.255565	0.247509	0.251078	0.245848	0.4397359	0.199273	0.314755	5.1568	0.438887	0.000802834	0.00126809	0.0207758	0.0017682	0.542422	0.457578	0.02883939	0.01032927	0.355228	0	0.6607278	3.334615	1	1	1.113932	0.4575781	0.5424219	94.69785	0.004028813	3.334615	0.619375	0.865225	1.07378	1.44162
548400	-17394	-17374.53	-19.47177	9.827242	0.254777	0.251284	0.244533	0.249405	0.2254138	0.385114	0.443242	1.61951	4.73912	0.0014205	0.0016349	0.0059736	0.0174803	0.730107	0.269893	0.008481683	0.01277531	0.630352	0	0.5629463	3.935401	1	1	1.219059	0.2698934	0.7301066	70.80536	0.003688511	3.935401	0.628583	0.869546	1.07269	1.42918
548500	-17393.94	-17374.71	-19.22964	24.35935	0.260444	0.240756	0.248151	0.250648	0.04613998	0.23408	0.335308	2.63264	3.80752	0.000880289	0.00126097	0.00990037	0.0143187	0.581284	0.418716	0.1177262	0.009510229	0.935951	0	0.586916	3.717921	1	1	1.28119	0.4187161	0.5812839	38.28272	0.003760629	3.717921	0.755489	0.923028	1.05357	1.26791
548600	-17392.41	-17374.64	-17.77118	41.47247	0.247538	0.253135	0.255824	0.243504	0.05068331	0.116565	0.259454	4.36286	0.650222	0.000529269	0.00117807	0.0198098	0.00295237	0.712757	0.287243	0.09493958	0.03148329	0.102771	0	0.7062365	3.499291	1	1	1.429255	0.287243	0.712757	73.45843	0.004540549	3.499291	0.810101	0.942935	1.0433	1.20366
548700	-17401.6	-17380.37	-21.22303	33.85673	0.251402	0.234957	0.255919	0.257722	0.3544218	0.150267	0.172824	3.23735	2.62159	0.000693663	0.000797788	0.0149442	0.0121018	0.561285	0.438715	0.04950405	0.03481778	0.882743	0	1.554785	3.368443	1	1	1.27862	0.4387146	0.5612854	11.6985	0.00461619	3.368443	0.790784	0.936089	1.04706	1.22607
548800	-17395.31	-17374.51	-20.80285	46.03554	0.245945	0.24453	0.257533	0.251992	0.1908727	0.705122	0.577584	5.85885	1.30118	0.00213907	0.00175217	0.0177735	0.00394727	0.832781	0.167219	0.01777135	0.01242137	0.185418	0	0.330035	3.563476	1	1	1.294547	0.1672189	0.8327811	71.42651	0.003033618	3.563476	0.81937	0.946146	1.04146	1.19303
548900	-17391.77	-17373.69	-18.08899	47.21465	0.251871	0.250845	0.246269	0.251015	0.1445605	0.211641	0.320931	3.5608	0.48722	0.00137259	0.00208139	0.0230935	0.00315986	0.967968	0.0320321	0.1112069	0.01229453	0.560391	0	0.3682514	3.114184	1	1	1.319157	0.03203208	0.9679679	61.29638	0.006485473	3.114184	0.821551	0.946895	1.04102	1.19054
549000	-17390.33	-17374.73	-15.60157	37.6633	0.245413	0.244678	0.256859	0.253051	0.06755438	0.0607676	0.163711	0.832371	2.96627	0.000410333	0.00110546	0.00562059	0.0200298	0.483893	0.516107	0.01439145	0.015402	0.493981	0	0.5810844	3.883898	1	1	1.507601	0.5161072	0.4838928	18.80006	0.006752496	3.883898	0.801148	0.939788	1.04506	1.214
549100	-17392.69	-17374.92	-17.76582	46.28088	0.243024	0.249223	0.256415	0.251338	0.06995385	0.0352632	0.0719679	2.58592	0.74931	0.000267954	0.000546862	0.0196496	0.00569378	0.321991	0.678009	0.03970914	0.008246082	2.70646	0	0.6410784	3.853367	1	1	1.372309	0.6780091	0.3219909	35.13644	0.007598691	3.853367	0.819831	0.946305	1.04136	1.1925
549200	-17387.43	-17374.86	-12.57118	39.55932	0.247113	0.253702	0.25205	0.247135	0.02741641	0.184865	0.379287	3.28382	0.228643	0.000972723	0.00199573	0.0172788	0.00120308	0.28739	0.71261	0.006937667	0.005887866	0.392708	0	0.9486272	3.965542	1	1	1.3513	0.7126097	0.2873903	4.637563	0.005261808	3.965542	0.80576	0.941415	1.04416	1.20866
549300	-17386.99	-17372.79	-14.19477	12.84758	0.246741	0.2467	0.255902	0.250657	0.05247032	0.0895118	0.18421	3.4854	0.406212	0.000463852	0.000954581	0.0180614	0.002105	0.961824	0.0381762	0.004293056	0.01320563	0.404404	0	0.8453327	3.944753	1	1	1.283116	0.03817617	0.9618238	18.80742	0.005182028	3.944753	0.670971	0.888626	1.06711	1.37329
549400	-17393.46	-17374.68	-18.78544	41.00184	0.245475	0.249108	0.253378	0.252039	0.0554881	0.42021	0.464109	4.58739	0.708361	0.00199389	0.00220219	0.0217671	0.00336116	0.68965	0.31035	0.2663584	0.01960093	0.155022	0	1.013396	3.077376	1	1	1.21963	0.3103504	0.6896496	9.058736	0.004744986	3.077376	0.80906	0.942572	1.04351	1.20486
549500	-17388.9	-17372.12	-16.78037	36.55922	0.248031	0.253046	0.250292	0.248631	0.1102788	0.0967704	0.308064	3.39401	0.121626	0.000589051	0.00187522	0.0206597	0.00074035	0.741723	0.258277	0.05766856	0.03225387	0.265987	0	0.8642275	3.459362	1	1	1.297072	0.258277	0.741723	84.98363	0.006087101	3.459362	0.798303	0.938779	1.04561	1.2173
549600	-17392	-17375.89	-16.11414	35.37893	0.249579	0.246615	0.250978	0.252829	0.03550508	0.0713889	0.185525	2.69781	0.968215	0.000437623	0.00113729	0.0165379	0.00593528	0.621685	0.378315	0.05262248	0.01480719	1.05173	0	0.8085326	3.412228	1	1	1.082491	0.3783148	0.6216852	39.27887	0.006130123	3.412228	0.795122	0.937645	1.04623	1.221
549700	-17388.74	-17375.84	-12.90099	33.40978	0.25481	0.254294	0.24749	0.243407	0.05865793	0.0849101	0.151678	2.4944	0.424894	0.000660545	0.00117996	0.0194048	0.0033054	0.96856	0.0314403	0.04240159	0.01760398	0.525534	0	0.7818369	3.375722	1	1	1.359556	0.03144025	0.9685597	4.104278	0.007779348	3.375722	0.789457	0.935611	1.04731	1.22762
549800	-17391.45	-17373.2	-18.24955	3.042904	0.250306	0.24847	0.252586	0.248639	0.09872881	0.169664	0.412315	1.95774	2.87336	0.000845758	0.00205535	0.00975915	0.0143234	0.718721	0.281279	0.006657195	0.008904743	0.209324	0	1.585096	3.472594	1	1	1.55028	0.2812792	0.7187208	46.10386	0.004984915	3.472594	0.392554	0.733876	1.08272	1.79085
549900	-17392.28	-17373.81	-18.47019	46.53325	0.253594	0.249794	0.245943	0.250669	0.0957761	0.100975	0.150844	3.99617	4.6158	0.000365058	0.000545353	0.0144475	0.0166877	0.651418	0.348582	0.03774287	0.0006938151	1.68066	0	1.216368	3.285532	1	1	1.390652	0.348582	0.651418	4.349543	0.003615341	3.285532	0.8203	0.946466	1.04127	1.19197
550000	-17392.61	-17374.64	-17.97013	2.087226	0.24286	0.255035	0.248032	0.254072	0.2377293	0.104661	0.16635	3.71109	0.392122	0.000597462	0.000949612	0.0211848	0.00223844	0.496862	0.503138	0.08229968	0.0107294	0.714558	0	0.608042	3.385161	1	1	1.341606	0.5031376	0.4968624	37.9632	0.005708522	3.385161	0.303469	0.66398	1.07203	1.96052
550100	-17394.04	-17373.77	-20.26881	33.90337	0.244279	0.251094	0.251238	0.253389	0.1453297	0.0952964	0.357819	3.19247	1.63875	0.000530563	0.00199216	0.0177741	0.00912372	0.301211	0.698789	0.1759409	0.003837288	0.22194	0	1.089048	3.194313	1	1	1.207309	0.698789	0.301211	57.77292	0.005567504	3.194313	0.790921	0.936139	1.04704	1.22591
550200	-17391.77	-17378.87	-12.89619	2.005263	0.257164	0.252079	0.249011	0.241746	0.05231255	0.182728	0.476667	4.95952	0.555781	0.000750719	0.00195833	0.0203756	0.00228336	0.494374	0.505626	0.009456356	0.02075402	0.488555	0	0.5666294	3.413151	1	1	1.216382	0.5056263	0.4943737	2.361994	0.004108384	3.413151	0.293902	0.655572	1.07012	1.9804
550300	-17399.87	-17374.91	-24.96414	22.63733	0.247732	0.245528	0.250128	0.256613	0.2302912	0.258612	0.279258	5.36928	2.18168	0.00078381	0.000846384	0.0162734	0.00661229	0.687793	0.312207	0.05173561	0.02458265	0.165234	0	2.950475	3.854415	1	1	1.478835	0.3122065	0.6877935	54.41022	0.003030831	3.854415	0.746915	0.919744	1.05508	1.27826
550400	-17397.47	-17377.21	-20.25693	12.47551	0.247401	0.253804	0.242351	0.256444	0.08332175	0.820429	0.82175	5.31588	0.153247	0.00295955	0.00296432	0.0191761	0.000552813	0.778894	0.221106	0.1426896	0.003343383	0.370796	0	1.529135	3.919952	1	1	1.268541	0.2211062	0.7788938	33.36117	0.003607326	3.919952	0.666534	0.886689	1.06774	1.37904
550500	-17395.2	-17372.4	-22.79317	38.19793	0.253568	0.244949	0.253097	0.248385	0.2218137	0.178869	0.269207	16.0762	0.0744296	0.000310586	0.000467446	0.0279145	0.000129239	0.843121	0.156879	0.001407266	0.002894286	1.03473	0	2.17538	3.258492	1	1	1.408968	0.1568787	0.8431213	16.36253	0.001736386	3.258492	0.802482	0.94026	1.0448	1.21246
550600	-17396.77	-17372.46	-24.31135	21.04172	0.246087	0.250742	0.252485	0.250685	0.1540242	0.137195	0.718262	31.9756	0.396574	0.00012805	0.000670387	0.0298443	0.000370141	0.966882	0.0331183	0.07539087	0.01566176	1.04624	0	1.325049	3.847095	1	1	1.288755	0.03311828	0.9668817	19.60936	0.0009333462	3.847095	0.738094	0.916319	1.0566	1.28898
550700	-17399.77	-17374.14	-25.62173	15.19888	0.24984	0.255645	0.241505	0.253011	0.02923504	0.286693	0.184452	33.8436	0.385168	0.000324374	0.000208696	0.0382918	0.000435792	0.650543	0.349457	0.1836034	0.007935863	1.26846	0	0.5092319	3.204351	1	1	1.277844	0.3494568	0.6505432	61.80887	0.001131434	3.204351	0.695375	0.899037	1.06352	1.34207
550800	-17398.62	-17374.59	-24.02875	0.6801306	0.252544	0.245844	0.250069	0.251543	0.03945724	0.195924	0.329353	34.146	0.145926	0.000155097	0.000260721	0.0270306	0.000115517	0.222656	0.777344	0.1433689	0.007355858	1.83496	0	0.6404222	3.63638	1	1	1.300599	0.7773437	0.2226563	34.66782	0.0007916161	3.63638	0.0699502	0.354002	0.917277	2.65877
550900	-17397.23	-17372.32	-24.91271	45.47807	0.25018	0.247119	0.253849	0.248852	0.2323444	0.297952	0.899872	18.9434	0.261536	0.000310544	0.000937902	0.0197439	0.000272589	0.438118	0.561882	0.1459957	0.02067333	1.3481	0	1.543391	3.695835	1	1	1.188715	0.5618817	0.4381183	40.05152	0.001042261	3.695835	0.818311	0.945782	1.04167	1.19424
551000	-17398.02	-17372.48	-25.54388	25.76958	0.249803	0.245202	0.250167	0.254828	0.1780404	0.430684	0.644763	31.1709	0.721983	0.000296243	0.000443496	0.0214407	0.000496612	0.20484	0.79516	0.04594776	0.01783718	2.07019	0	1.178396	3.331181	1	1	1.429038	0.7951605	0.2048395	87.21237	0.000687844	3.331181	0.761889	0.925451	1.05243	1.26023
551100	-17398.03	-17374.47	-23.5574	49.54381	0.250233	0.249978	0.254046	0.245743	0.07583041	0.307795	0.513859	24.4311	1.17124	0.000254632	0.000425104	0.0202114	0.000968944	0.0261527	0.973847	0.0391612	0.02647755	2.33568	0	0.8414509	3.697784	1	1	1.533464	0.9738473	0.02615274	98.82277	0.000827279	3.697784	0.825633	0.94829	1.04019	1.18589
551200	-17390.73	-17372.46	-18.26472	13.63574	0.251955	0.242064	0.252363	0.253618	0.04676815	0.111209	0.311156	11.8182	0.322641	0.000174278	0.000487621	0.0185206	0.000505619	0.277398	0.722602	0.03562104	0.006861447	2.83949	0	1.47304	3.936298	1	1	1.341008	0.7226025	0.2773975	12.12411	0.001567126	3.936298	0.679805	0.892441	1.06585	1.36191
551300	-17389.23	-17371.53	-17.70209	43.67729	0.252658	0.247452	0.251151	0.248739	0.1160729	0.22349	0.371341	14.8775	0.653666	0.000285129	0.000473757	0.0189808	0.000833947	0.374612	0.625388	0.01938019	0.005957893	1.46684	0	1.274144	3.870356	1	1	1.300626	0.6253877	0.3746123	3.282224	0.001275801	3.870356	0.814755	0.944554	1.04238	1.19831
551400	-17400.78	-17377.25	-23.53429	35.48836	0.256257	0.254226	0.251066	0.238451	0.05236395	0.506126	0.597765	15.5673	2.59385	0.000646812	0.000763923	0.0198945	0.00331485	0.325692	0.674308	0.01533699	0.01506231	0.583983	0	1.141478	3.599252	1	1	1.378969	0.6743085	0.3256915	93.54248	0.001277966	3.599252	0.795423	0.937752	1.04617	1.22065
551500	-17395.55	-17375.31	-20.24452	49.16883	0.252892	0.248902	0.24416	0.254046	0.04313331	0.109456	0.203268	15.7646	1.72709	0.000147961	0.000274777	0.0213105	0.00233467	0.263186	0.736814	0.0003987167	0.02597749	1.43844	0	0.9754226	3.613575	1	1	1.429045	0.7368137	0.2631863	19.83015	0.001351793	3.613575	0.824995	0.948072	1.04032	1.18661
551600	-17398.61	-17373.5	-25.11257	30.95811	0.250966	0.25028	0.249134	0.24962	0.3403138	0.205899	0.719922	20.9633	0.661831	0.000227551	0.000795628	0.0231678	0.000731429	0.262068	0.737932	0.03997597	0.014268	1.10093	0	2.055745	3.197973	1	1	1.411917	0.7379319	0.2620681	5.859725	0.001105159	3.197973	0.78169	0.932793	1.04878	1.23673
551700	-17393.21	-17373.89	-19.31612	47.85816	0.257966	0.245291	0.24773	0.249013	0.1082178	0.221371	0.665711	8.92557	0.0931451	0.000464957	0.00139823	0.0187469	0.000195638	0.757383	0.242617	0.05612551	0.01185512	0.224821	0	0.8523829	3.753389	1	1	1.366099	0.242617	0.757383	84.42403	0.002100354	3.753389	0.822707	0.947291	1.04078	1.18922
551800	-17391.11	-17374.73	-16.37074	29.46675	0.257501	0.24029	0.249604	0.252605	0.06282266	0.180298	0.451939	9.10449	0.263369	0.000443522	0.00111174	0.0223965	0.000647873	0.721486	0.278514	0.07427077	0.00590538	0.501673	0	0.9462783	3.399251	1	1	1.17622	0.2785144	0.7214856	7.374162	0.002459943	3.399251	0.776517	0.930897	1.04975	1.24284
551900	-17394.69	-17373.41	-21.28386	17.33559	0.252717	0.252663	0.243968	0.250652	0.0981405	0.261111	0.664081	15.8743	0.218522	0.000326052	0.000829246	0.0198225	0.000272871	0.850087	0.149913	0.06085047	0.01706749	1.91495	0	1.268325	3.86262	1	1	1.257496	0.1499128	0.8500872	71.88205	0.001248713	3.86262	0.713349	0.90645	1.0607	1.3195
552000	-17389.58	-17371.83	-17.75705	2.922484	0.253487	0.243869	0.249401	0.253243	0.02629267	0.130407	0.242256	10.9388	0.550754	0.000262189	0.000487068	0.021993	0.00110732	0.581585	0.418415	0.001124661	0.003796735	0.691067	0	1.680112	3.323003	1	1	1.303841	0.4184152	0.5815848	7.992837	0.002010551	3.323003	0.383175	0.727144	1.08211	1.80758
552100	-17393.67	-17373.32	-20.35085	21.44503	0.257865	0.242336	0.249338	0.250461	0.04303481	0.0942661	0.243412	11.0798	0.634515	0.000186852	0.000482485	0.0219621	0.00125772	0.623174	0.376826	0.03778287	0.02388486	0.36894	0	1.597421	3.620346	1	1	1.275761	0.3768259	0.6231741	48.78668	0.001982174	3.620346	0.740412	0.917223	1.05621	1.28616
552200	-17391.14	-17374.05	-17.09189	29.57532	0.249346	0.246847	0.249567	0.254241	0.1272909	0.168628	0.229352	7.00298	0.982883	0.000467644	0.000636044	0.0194208	0.00272575	0.878568	0.121432	0.1065836	0.0117097	0.470875	0	0.5692031	3.707173	1	1	1.431832	0.1214321	0.8785679	3.700326	0.002773221	3.707173	0.776906	0.93104	1.04968	1.24238
552300	-17394.22	-17376.15	-18.06347	20.76297	0.245203	0.245323	0.262272	0.247202	0.1688599	0.184273	0.676805	8.84144	0.353312	0.000473635	0.00173959	0.0227251	0.000908117	0.13603	0.86397	0.004811212	0.004880303	0.450939	0	1.248771	3.187346	1	1	1.15969	0.8639703	0.1360297	24.49798	0.002570296	3.187346	0.736455	0.915677	1.05688	1.29099
552400	-17394.93	-17373.27	-21.65326	34.52541	0.252276	0.245625	0.245108	0.256991	0.02929314	0.277317	0.450886	11.1203	1.22243	0.000483879	0.000786734	0.0194034	0.00213297	0.245868	0.754132	0.09223938	0.02847453	1.3038	0	0.9102609	3.627335	1	1	1.415368	0.7541319	0.2458681	95.22711	0.00174486	3.627335	0.792724	0.936786	1.04669	1.2238
552500	-17397.32	-17379.24	-18.08415	49.21347	0.246474	0.249143	0.252033	0.25235	0.04886504	0.363	0.471322	7.10051	0.285951	0.000978181	0.00127008	0.0191339	0.000770556	0.0351702	0.96483	0.07406546	0.0244332	1.44181	0	1.685366	3.823517	1	1	1.179297	0.9648298	0.03517017	17.45572	0.002694714	3.823517	0.825071	0.948098	1.0403	1.18653
552600	-17394.86	-17373.25	-21.61256	36.1756	0.250167	0.248941	0.249612	0.251281	0.1550598	0.0587958	0.0738546	6.5734	1.00474	0.000169739	0.000213212	0.0189769	0.0029006	0.0679382	0.932062	0.01369867	0.03420836	1.61507	0	1.66522	3.86592	1	1	1.375927	0.9320618	0.06793817	55.94503	0.002886918	3.86592	0.797286	0.938417	1.04581	1.21849
552700	-17396.58	-17374.59	-21.98813	10.61909	0.248815	0.247524	0.251246	0.252414	0.05360802	0.10823	0.181026	10.4245	0.990679	0.000253082	0.000423306	0.0243763	0.00231657	0.271506	0.728494	0.1025736	0.03539968	2.68096	0	1.444987	3.042406	1	1	1.257451	0.7284935	0.2715065	85.2054	0.002338365	3.042406	0.641288	0.875402	1.07111	1.4122
552800	-17394.07	-17373.95	-20.11147	31.27601	0.246878	0.248724	0.251588	0.25281	0.0635121	0.481286	0.630074	15.5958	0.334573	0.000709687	0.000929084	0.0229969	0.000493349	0.0835152	0.916485	0.02521767	0.02304854	1.00375	0	1.032781	3.284886	1	1	1.333505	0.9164848	0.08351517	52.75752	0.001474564	3.284886	0.782746	0.933178	1.04858	1.23549
552900	-17397.19	-17374.43	-22.75844	22.26094	0.254467	0.239897	0.255727	0.249909	0.3555026	0.322705	0.288931	9.42675	0.737612	0.000652232	0.00058397	0.0190528	0.00149082	0.982545	0.0174549	0.05325927	0.008202123	0.153506	0	1.156738	3.6942	1	1	1.349184	0.01745489	0.9825451	59.94733	0.00202114	3.6942	0.744916	0.918972	1.05543	1.28068
553000	-17395.06	-17378.29	-16.77122	17.73803	0.247796	0.252485	0.258597	0.241122	0.1279745	0.114666	0.383289	4.34725	3.46122	0.000321546	0.00107481	0.0121905	0.00970591	0.931807	0.0681931	0.02438047	0.009328195	0.531421	0	0.5138732	3.83567	1	1	1.148632	0.06819306	0.9318069	3.509595	0.002804187	3.83567	0.716386	0.907682	1.06021	1.31572
553100	-17397.01	-17377.18	-19.83287	26.05432	0.256236	0.25086	0.239999	0.252904	0.2002379	0.419934	0.436344	4.82178	0.0922257	0.0019906	0.00206839	0.0228565	0.000437174	0.92908	0.0709199	0.06720044	0.009740483	0.550945	0	1.472353	3.161937	1	1	1.485845	0.07091989	0.9290801	75.54328	0.004740262	3.161937	0.763121	0.925914	1.0522	1.25876
553200	-17396.19	-17375.38	-20.80699	23.93754	0.257115	0.247763	0.239848	0.255273	0.1770615	0.0324777	0.126306	5.27937	0.623015	0.000120261	0.000467696	0.0195489	0.00230696	0.773728	0.226272	0.01710177	0.01457835	1.76909	0	1.360288	3.719117	1	1	1.323391	0.2262716	0.7737284	70.52873	0.003702888	3.719117	0.753471	0.922259	1.05393	1.27034
553300	-17394.07	-17375	-19.06785	25.97422	0.254144	0.243675	0.256658	0.245524	0.08160943	0.189794	0.241514	7.53384	1.05934	0.000452172	0.00057539	0.0179489	0.00252381	0.0147427	0.985257	0.07947882	0.01486987	1.62069	0	0.7223727	3.767492	1	1	1.165196	0.9852573	0.01474273	75.03566	0.002382432	3.767492	0.762776	0.925785	1.05227	1.25917
553400	-17393.35	-17373	-20.35104	16.40735	0.254483	0.246231	0.25282	0.246466	0.07630695	0.27666	0.449508	16.4353	0.538807	0.000343867	0.000558704	0.0204278	0.000669696	0.383642	0.616358	0.007033802	0.02014437	1.97558	0	1.020386	3.436718	1	1	1.441219	0.6163576	0.3836424	89.27595	0.001242922	3.436718	0.705947	0.903423	1.06188	1.32875
553500	-17398.32	-17374.92	-23.40338	7.392772	0.243013	0.24834	0.255597	0.25305	0.1662722	0.177514	0.769475	21.3894	0.99135	0.000182499	0.000791083	0.02199	0.00101919	0.940143	0.0598569	0.02898573	0.0007421877	1.92245	0	0.4717506	3.144875	1	1	1.385421	0.05985693	0.9401431	74.96	0.001028082	3.144875	0.578723	0.845352	1.07804	1.49789
553600	-17393.19	-17373.62	-19.57928	15.98415	0.246907	0.244753	0.255869	0.252471	0.05855226	0.370138	0.640387	19.0066	0.438192	0.000383362	0.000663267	0.0196856	0.000453848	0.476008	0.523992	0.02931391	0.011592	0.692171	0	0.6131175	3.53054	1	1	1.190612	0.5239922	0.4760078	27.32221	0.001035729	3.53054	0.702373	0.901948	1.06244	1.33324
553700	-17395.38	-17374.75	-20.62813	45.40539	0.243026	0.248291	0.257218	0.251465	0.1095325	0.356943	0.582599	11.1136	1.84206	0.000599922	0.000979185	0.0186788	0.00309599	0.139249	0.860751	0.1420469	0.005694462	0.731418	0	1.026696	3.765083	1	1	1.236322	0.8607513	0.1392487	5.921955	0.001680719	3.765083	0.818171	0.945734	1.0417	1.1944
