Iteration	1	2	3	4	5	6	7	simmap
2100	{2,0.30052:5,0.0488473:1,0.221375:5,0.0151235:2,0.0595391:5,0.000231648:1,0.170409:5,0.0119144:2,0.399733:5,0.00967135:2,0.0932994:5,0.0152064:2,0.114459}	{1,0.108636:5,0.046719:2,0.108047:5,0.0257586:1,0.0149334:5,0.00638231:2,0.720742:5,0.0104901:1,0.216302:5,0.00650662:2,0.103691:5,0.0428918:2,0.0492299}	{3,1.9876:0,5.91389:3,0.414139}	{4,1.9876:0,5.90002:4,0.480595:10,0.0274183:3,0.103429:10,0.0504881:4,1.34033}	{2,0.0840981:5,0.0115734:1,0.297115:5,0.0159456:2,0.270113:7,0.00118748:2,0.0186668:7,0.00152303:2,0.0301538:7,0.0267583:3,1.20031:7,0.00399418:2,0.0916529:7,0.0190639:3,0.0810259:7,0.0228917:3,0.0922971:7,0.000555813:2,1.88412:7,0.0248139:2,0.929868:7,0.0264621:3,0.344305:7,0.0616137:2,0.19793:7,0.0306327:3,0.909763:10,0.0115275:3,0.0760327:10,0.0161586:3,0.0731443}	{3,1.12853:10,0.000587863:4,0.445136}	{4,0}	(((n1:{2,0.30052:5,0.0488473:1,0.221375:5,0.0151235:2,0.0595391:5,0.000231648:1,0.170409:5,0.0119144:2,0.399733:5,0.00967135:2,0.0932994:5,0.0152064:2,0.114459},n0:{1,0.108636:5,0.046719:2,0.108047:5,0.0257586:1,0.0149334:5,0.00638231:2,0.720742:5,0.0104901:1,0.216302:5,0.00650662:2,0.103691:5,0.0428918:2,0.0492299}):{2,0.0840981:5,0.0115734:1,0.297115:5,0.0159456:2,0.270113:7,0.00118748:2,0.0186668:7,0.00152303:2,0.0301538:7,0.0267583:3,1.20031:7,0.00399418:2,0.0916529:7,0.0190639:3,0.0810259:7,0.0228917:3,0.0922971:7,0.000555813:2,1.88412:7,0.0248139:2,0.929868:7,0.0264621:3,0.344305:7,0.0616137:2,0.19793:7,0.0306327:3,0.909763:10,0.0115275:3,0.0760327:10,0.0161586:3,0.0731443},n2:{3,1.9876:0,5.91389:3,0.414139}):{3,1.12853:10,0.000587863:4,0.445136},n3:{4,1.9876:0,5.90002:4,0.480595:10,0.0274183:3,0.103429:10,0.0504881:4,1.34033});
2200	{2,0.0667355:5,0.010859:2,0.700341:5,0.00566484:1,0.386138:5,0.00834839:2,0.254565}	{1,0.822552:5,0.00645581:1,0.546637:5,0.0244001:2,0.0326072}	{3,1.95812:7,0.00700852:2,0.201166:7,0.0178567:3,1.00903:7,0.0168977:3,1.30792:7,0.0025795:2,0.542754:7,0.0205806:3,0.0100444:7,0.028247:2,0.759402:7,0.00253387:2,0.913866:7,0.0351325:2,0.104496:7,0.0285568:3,0.310627:7,0.00265301:2,0.0509614:7,0.00137961:3,0.0645636:7,0.0981778:3,0.457176:7,0.00529798:3,0.393477}	{4,9.05259:10,0.0148625:4,0.208394:10,0.00359872:4,0.381297}	{2,1.13545:7,0.0846504:2,0.63364:7,0.0709257:2,0.162707:7,0.013474:3,0.29508:7,0.0212298:2,0.0117012:7,0.0378483:3,0.224694:7,0.0847826:3,0.594437:7,0.00554863:2,0.295741:7,0.00714929:2,0.611298:7,0.0136323:3,0.945183:7,0.0036052:3,0.0747309:7,0.00334952:2,0.00119405:7,0.0440965:3,0.296015:7,0.0029515:2,0.304267:7,0.0230258:3,0.257077:7,0.0169866:3,0.641379}	{3,0.39137:10,0.00413422:4,0.838328:10,0.00340893:4,0.0730001}	{4,0}	(((n1:{2,0.0667355:5,0.010859:2,0.700341:5,0.00566484:1,0.386138:5,0.00834839:2,0.254565},n0:{1,0.822552:5,0.00645581:1,0.546637:5,0.0244001:2,0.0326072}):{2,1.13545:7,0.0846504:2,0.63364:7,0.0709257:2,0.162707:7,0.013474:3,0.29508:7,0.0212298:2,0.0117012:7,0.0378483:3,0.224694:7,0.0847826:3,0.594437:7,0.00554863:2,0.295741:7,0.00714929:2,0.611298:7,0.0136323:3,0.945183:7,0.0036052:3,0.0747309:7,0.00334952:2,0.00119405:7,0.0440965:3,0.296015:7,0.0029515:2,0.304267:7,0.0230258:3,0.257077:7,0.0169866:3,0.641379},n2:{3,1.95812:7,0.00700852:2,0.201166:7,0.0178567:3,1.00903:7,0.0168977:3,1.30792:7,0.0025795:2,0.542754:7,0.0205806:3,0.0100444:7,0.028247:2,0.759402:7,0.00253387:2,0.913866:7,0.0351325:2,0.104496:7,0.0285568:3,0.310627:7,0.00265301:2,0.0509614:7,0.00137961:3,0.0645636:7,0.0981778:3,0.457176:7,0.00529798:3,0.393477}):{3,0.39137:10,0.00413422:4,0.838328:10,0.00340893:4,0.0730001},n3:{4,9.05259:10,0.0148625:4,0.208394:10,0.00359872:4,0.381297});
2300	{0,1.34952:1,0.00222743}	{0,1.34781:1,0.00394461}	{0,2.01942:3,0.0575413:0,5.69412:3,0.0224001:0,0.431712:3,0.0629154}	{0,1.9394:4,0.137563:0,5.40083:4,0.315694:0,1.76088:4,0.0186897}	{0,0.688897:2,0.0363112:0,5.21344:3,0.503088:0,0.485806:3,0.00882131}	{0,1.11153:4,0.173412}	{4,0}	(((n0:{0,1.34781:1,0.00394461},n1:{0,1.34952:1,0.00222743}):{0,0.688897:2,0.0363112:0,5.21344:3,0.503088:0,0.485806:3,0.00882131},n2:{0,2.01942:3,0.0575413:0,5.69412:3,0.0224001:0,0.431712:3,0.0629154}):{0,1.11153:4,0.173412},n3:{0,1.9394:4,0.137563:0,5.40083:4,0.315694:0,1.76088:4,0.0186897});
2400	{2,1.26038}	{1,0.191126:5,0.00401933:1,0.264195:5,0.0024355:2,0.203188:5,0.00256845:2,0.164863:5,0.0296659:1,0.141969:5,0.0210989:1,0.162107:5,0.0105937:2,0.0625523}	{3,2.03733:0,5.92835:3,0.59875}	{4,2.03733:0,5.93474:4,1.79318}	{2,0.44633:5,0.00930399:2,0.321317:0,5.91147:3,0.615622}	{3,0.138106:10,0.00225721:3,0.622788:10,0.0201655:4,0.4175}	{4,0}	(((n0:{1,0.191126:5,0.00401933:1,0.264195:5,0.0024355:2,0.203188:5,0.00256845:2,0.164863:5,0.0296659:1,0.141969:5,0.0210989:1,0.162107:5,0.0105937:2,0.0625523},n1:{2,1.26038}):{2,0.44633:5,0.00930399:2,0.321317:0,5.91147:3,0.615622},n2:{3,2.03733:0,5.92835:3,0.59875}):{3,0.138106:10,0.00225721:3,0.622788:10,0.0201655:4,0.4175},n3:{4,2.03733:0,5.93474:4,1.79318});
2500	{2,1.22611}	{1,0.562515:5,0.0203153:2,0.643278}	{3,2.52001:7,0.205719:2,0.959997:7,0.0516208:3,1.67577:7,0.0900988:3,0.507462:7,0.0899756:3,2.31615}	{4,9.34221}	{2,0.452127:5,0.0320935:2,2.54533:7,0.0287987:3,4.13233}	{3,0.42299:10,0.0478864:4,0.454543}	{4,0}	((n2:{3,2.52001:7,0.205719:2,0.959997:7,0.0516208:3,1.67577:7,0.0900988:3,0.507462:7,0.0899756:3,2.31615},(n0:{1,0.562515:5,0.0203153:2,0.643278},n1:{2,1.22611}):{2,0.452127:5,0.0320935:2,2.54533:7,0.0287987:3,4.13233}):{3,0.42299:10,0.0478864:4,0.454543},n3:{4,9.34221});
2600	{2,0.0298539:5,0.00183263:1,0.487002:5,0.0189096:2,1.00446}	{1,0.689327:5,0.0739587:2,0.778771}	{3,2.66051:7,0.0153667:2,0.228701:7,0.0538612:3,0.822128:7,0.0107291:3,0.977728:7,0.0110816:2,0.0327752:7,0.0814384:2,0.309346:7,0.0419225:3,0.173455:7,0.0261602:3,0.453362:7,0.00531098:3,0.236689:7,0.0137814:3,0.466608:7,0.0063311:3,1.37431}	{4,8.34988:10,0.0220022:4,0.880717:10,0.025968:4,1.12764}	{2,0.647465:7,0.032391:3,0.437743:7,0.0082801:2,0.677004:7,0.0392787:2,0.054218:7,0.118889:2,0.352509:7,0.0246641:2,0.421333:7,0.0165894:2,0.420185:7,0.0162621:3,0.316107:7,0.0318801:2,0.0334521:7,0.010426:3,0.0217419:7,0.14719:2,1.29816:7,0.191299:3,0.669077:7,0.0162118:3,0.0936233:7,0.027264:3,0.336303}	{3,0.268049:10,0.0149397:3,0.227103:10,0.00656631:3,0.646566:10,0.0386131:4,0.0577331:10,0.159073:3,0.463414:10,0.0226665:4,0.499887}	{4,0}	(((n0:{1,0.689327:5,0.0739587:2,0.778771},n1:{2,0.0298539:5,0.00183263:1,0.487002:5,0.0189096:2,1.00446}):{2,0.647465:7,0.032391:3,0.437743:7,0.0082801:2,0.677004:7,0.0392787:2,0.054218:7,0.118889:2,0.352509:7,0.0246641:2,0.421333:7,0.0165894:2,0.420185:7,0.0162621:3,0.316107:7,0.0318801:2,0.0334521:7,0.010426:3,0.0217419:7,0.14719:2,1.29816:7,0.191299:3,0.669077:7,0.0162118:3,0.0936233:7,0.027264:3,0.336303},n2:{3,2.66051:7,0.0153667:2,0.228701:7,0.0538612:3,0.822128:7,0.0107291:3,0.977728:7,0.0110816:2,0.0327752:7,0.0814384:2,0.309346:7,0.0419225:3,0.173455:7,0.0261602:3,0.453362:7,0.00531098:3,0.236689:7,0.0137814:3,0.466608:7,0.0063311:3,1.37431}):{3,0.268049:10,0.0149397:3,0.227103:10,0.00656631:3,0.646566:10,0.0386131:4,0.0577331:10,0.159073:3,0.463414:10,0.0226665:4,0.499887},n3:{4,8.34988:10,0.0220022:4,0.880717:10,0.025968:4,1.12764});
2700	{2,0.596311:5,0.0381342:1,1.09243:5,0.00421868:2,0.0966554}	{1,0.823455:5,0.0187132:1,0.144783:5,0.0294212:2,0.811375}	{3,2.92376:7,0.028113:2,0.820242:7,0.126151:3,0.669642:7,0.00659272:2,1.55881:7,0.0441866:2,0.148164:7,0.0067851:3,1.34377:7,0.0287357:3,0.0569121}	{4,9.95899}	{2,3.66628:7,0.0315582:2,0.989667:7,0.149054:3,0.254458:7,0.0381599:2,0.209979:7,0.0412011:3,0.359403:7,0.0149952:3,0.179353}	{3,0.045517:7,0.0111095:3,0.548909:10,0.00259236:4,0.440393:10,0.0241764:3,0.224392:10,0.0941223:4,0.64204:10,0.0289144:4,0.134959}	{4,0}	(((n0:{1,0.823455:5,0.0187132:1,0.144783:5,0.0294212:2,0.811375},n1:{2,0.596311:5,0.0381342:1,1.09243:5,0.00421868:2,0.0966554}):{2,3.66628:7,0.0315582:2,0.989667:7,0.149054:3,0.254458:7,0.0381599:2,0.209979:7,0.0412011:3,0.359403:7,0.0149952:3,0.179353},n2:{3,2.92376:7,0.028113:2,0.820242:7,0.126151:3,0.669642:7,0.00659272:2,1.55881:7,0.0441866:2,0.148164:7,0.0067851:3,1.34377:7,0.0287357:3,0.0569121}):{3,0.045517:7,0.0111095:3,0.548909:10,0.00259236:4,0.440393:10,0.0241764:3,0.224392:10,0.0941223:4,0.64204:10,0.0289144:4,0.134959},n3:{4,9.95899});
2800	{0,1.75023:2,0.383996}	{0,1.95984:2,0.174391}	{0,1.91151:3,0.072503:0,5.09476:2,0.262631}	{0,1.97139:4,0.0126194:0,5.788:4,0.295062:0,1.62016:4,0.00994198}	{0,4.92572:2,0.281455}	{0,0.703163:3,0.0225086:0,1.59724:4,0.0328655}	{4,0}	(((n1:{0,1.75023:2,0.383996},n0:{0,1.95984:2,0.174391}):{0,4.92572:2,0.281455},n2:{0,1.91151:3,0.072503:0,5.09476:2,0.262631}):{0,0.703163:3,0.0225086:0,1.59724:4,0.0328655},n3:{0,1.97139:4,0.0126194:0,5.788:4,0.295062:0,1.62016:4,0.00994198});
2900	{2,0.16935:5,0.00265646:1,0.287051:5,0.0446719:2,1.47657:7,0.0314436:3,0.0629834:7,0.0316207:2,0.270447:7,0.00295037:3,0.144782}	{1,0.00177097:5,0.0110972:1,0.22754:5,0.0220944:1,0.115618:5,0.00253788:1,0.0674417:5,0.0684456:2,0.214614:5,0.0225605:1,0.106796:5,0.0163692:2,0.955893:7,0.0158534:2,0.181392:7,0.00269149:3,0.133728:7,0.00383276:3,0.318992:7,0.0124001:3,0.0228594}	{3,2.56378:7,0.0620795:2,0.242547:7,0.0592519:2,0.442415:7,0.0188453:2,0.226655:7,0.014678:2,0.00718251:7,0.0376054:3,0.0247184:7,0.00196815:3,0.231106:7,0.100298:3,0.0190627:7,0.00512333:3,0.0862195:7,0.0018538:3,0.150542:7,0.0429301:2,0.0397273:7,0.00456299:2,0.36833:7,0.00617576:2,0.721453:7,0.0156399:2,0.0696598:7,0.000580585:3,0.179631:7,0.0384156:2,0.175562:7,0.0456897:2,0.0986296:7,0.00809913:3,0.0678134:7,0.0414411:3,0.0223822:7,0.0117422:3,0.00162397:7,0.0569763:2,0.0188135:7,4.00214e-05:3,0.051456:7,0.0545669:3,0.0431465:7,0.0122914:2,0.158669}	{4,9.16151:10,0.0231679:3,0.03609:10,0.0329988:4,0.434439:10,0.00406054:4,0.274157}	{3,0.025203:7,0.00918606:3,0.0511513:7,0.00545443:3,0.0229655:7,0.0167969:3,0.0571421:7,0.0130391:2,0.0983081:7,0.0594887:2,0.752601:7,0.0289767:3,0.244153:7,0.0158674:3,0.062324:7,0.00137014:3,0.11926:7,0.00801101:2,0.139056:7,0.00403306:3,0.0370012:7,0.0528224:2,0.0809841:7,0.0571413:2,1.04571:7,0.0557377:2,0.121625:7,0.00244339:2,0.12777:7,0.00573353:3,0.314109:7,0.0611694:2,0.214872:7,0.0801163:3,0.0664356:7,0.0119752:2,0.0574254}	{2,0.068075:7,0.0767077:3,0.076288:7,0.00979629:2,0.0433318:7,0.0109652:3,0.442556:7,0.0246443:3,0.0170995:7,0.0157804:3,0.14634:7,0.0156952:3,0.41701:10,0.0480265:4,0.186734:10,0.0279849:3,0.390872:10,0.0495459:3,1.15617:10,0.0264896:4,0.064324}	{4,0}	(((n0:{1,0.00177097:5,0.0110972:1,0.22754:5,0.0220944:1,0.115618:5,0.00253788:1,0.0674417:5,0.0684456:2,0.214614:5,0.0225605:1,0.106796:5,0.0163692:2,0.955893:7,0.0158534:2,0.181392:7,0.00269149:3,0.133728:7,0.00383276:3,0.318992:7,0.0124001:3,0.0228594},n1:{2,0.16935:5,0.00265646:1,0.287051:5,0.0446719:2,1.47657:7,0.0314436:3,0.0629834:7,0.0316207:2,0.270447:7,0.00295037:3,0.144782}):{3,0.025203:7,0.00918606:3,0.0511513:7,0.00545443:3,0.0229655:7,0.0167969:3,0.0571421:7,0.0130391:2,0.0983081:7,0.0594887:2,0.752601:7,0.0289767:3,0.244153:7,0.0158674:3,0.062324:7,0.00137014:3,0.11926:7,0.00801101:2,0.139056:7,0.00403306:3,0.0370012:7,0.0528224:2,0.0809841:7,0.0571413:2,1.04571:7,0.0557377:2,0.121625:7,0.00244339:2,0.12777:7,0.00573353:3,0.314109:7,0.0611694:2,0.214872:7,0.0801163:3,0.0664356:7,0.0119752:2,0.0574254},n2:{3,2.56378:7,0.0620795:2,0.242547:7,0.0592519:2,0.442415:7,0.0188453:2,0.226655:7,0.014678:2,0.00718251:7,0.0376054:3,0.0247184:7,0.00196815:3,0.231106:7,0.100298:3,0.0190627:7,0.00512333:3,0.0862195:7,0.0018538:3,0.150542:7,0.0429301:2,0.0397273:7,0.00456299:2,0.36833:7,0.00617576:2,0.721453:7,0.0156399:2,0.0696598:7,0.000580585:3,0.179631:7,0.0384156:2,0.175562:7,0.0456897:2,0.0986296:7,0.00809913:3,0.0678134:7,0.0414411:3,0.0223822:7,0.0117422:3,0.00162397:7,0.0569763:2,0.0188135:7,4.00214e-05:3,0.051456:7,0.0545669:3,0.0431465:7,0.0122914:2,0.158669}):{2,0.068075:7,0.0767077:3,0.076288:7,0.00979629:2,0.0433318:7,0.0109652:3,0.442556:7,0.0246443:3,0.0170995:7,0.0157804:3,0.14634:7,0.0156952:3,0.41701:10,0.0480265:4,0.186734:10,0.0279849:3,0.390872:10,0.0495459:3,1.15617:10,0.0264896:4,0.064324},n3:{4,9.16151:10,0.0231679:3,0.03609:10,0.0329988:4,0.434439:10,0.00406054:4,0.274157});
3000	{2,2.42374}	{1,0.57575:5,0.0540801:2,0.988334:5,0.0179032:2,0.456734:7,0.0415773:2,0.16202:7,0.0305969:2,0.0967417}	{3,3.79223:7,0.00174848:2,1.65835:7,0.0530529:2,0.643269}	{4,9.85874}	{2,0.848459:7,0.110976:3,0.680868:7,0.0818489:2,0.336423:7,0.0219308:2,0.763086:7,0.00525658:2,0.876065}	{2,0.761972:7,0.00755163:3,0.566624:7,0.00489839:3,1.49184:10,0.0117899:4,0.865412}	{4,0}	((n2:{3,3.79223:7,0.00174848:2,1.65835:7,0.0530529:2,0.643269},(n1:{2,2.42374},n0:{1,0.57575:5,0.0540801:2,0.988334:5,0.0179032:2,0.456734:7,0.0415773:2,0.16202:7,0.0305969:2,0.0967417}):{2,0.848459:7,0.110976:3,0.680868:7,0.0818489:2,0.336423:7,0.0219308:2,0.763086:7,0.00525658:2,0.876065}):{2,0.761972:7,0.00755163:3,0.566624:7,0.00489839:3,1.49184:10,0.0117899:4,0.865412},n3:{4,9.85874});
3100	{2,0.297704:5,0.0110787:1,0.0104426:5,0.011718:1,0.105911:5,0.0122837:2,0.00619461:5,0.00717948:2,0.0606421:5,0.0166345:2,0.349381:5,0.0320187:1,0.0482913:5,0.00921642:1,0.366893:5,0.00294831:1,0.019294:5,0.00634033:2,0.0325641:5,0.00994832:1,0.0619322:5,0.0338133:2,0.127324:5,0.0138915:2,0.0889053:5,0.000244349:1,0.265422:5,0.0129711:2,0.0448387:5,0.0212572:2,0.418329:7,0.00436388:2,0.0859777:7,0.0143315:2,0.053533}	{1,0.105856:5,0.00289465:1,0.229065:5,0.0116231:1,0.332706:5,0.00437932:1,0.36969:5,0.0013631:1,0.198632:5,0.000639029:2,0.0935772:5,0.00120733:2,0.101465:5,0.00440633:1,0.0547676:5,0.0172404:2,0.23375:5,0.00042215:2,0.823577:7,0.00701087:2,0.0695479}	{3,2.12332:0,5.35504:3,0.000548649}	{4,2.12332:0,5.81335:4,0.373512:10,0.000301054:4,0.00944523:10,0.022537:4,0.0316431:10,0.00106139:3,0.311411:10,0.00332801:3,0.263741:10,0.00707222:4,0.381712:10,0.00660647:4,1.03552}	{0,4.81286:3,0.00223156}	{3,1.56985:10,0.00171786:4,0.00462303:10,0.000264566:4,0.5563:10,0.00336431:4,0.769526}	{4,0}	((n2:{3,2.12332:0,5.35504:3,0.000548649},(n0:{1,0.105856:5,0.00289465:1,0.229065:5,0.0116231:1,0.332706:5,0.00437932:1,0.36969:5,0.0013631:1,0.198632:5,0.000639029:2,0.0935772:5,0.00120733:2,0.101465:5,0.00440633:1,0.0547676:5,0.0172404:2,0.23375:5,0.00042215:2,0.823577:7,0.00701087:2,0.0695479},n1:{2,0.297704:5,0.0110787:1,0.0104426:5,0.011718:1,0.105911:5,0.0122837:2,0.00619461:5,0.00717948:2,0.0606421:5,0.0166345:2,0.349381:5,0.0320187:1,0.0482913:5,0.00921642:1,0.366893:5,0.00294831:1,0.019294:5,0.00634033:2,0.0325641:5,0.00994832:1,0.0619322:5,0.0338133:2,0.127324:5,0.0138915:2,0.0889053:5,0.000244349:1,0.265422:5,0.0129711:2,0.0448387:5,0.0212572:2,0.418329:7,0.00436388:2,0.0859777:7,0.0143315:2,0.053533}):{0,4.81286:3,0.00223156}):{3,1.56985:10,0.00171786:4,0.00462303:10,0.000264566:4,0.5563:10,0.00336431:4,0.769526},n3:{4,2.12332:0,5.81335:4,0.373512:10,0.000301054:4,0.00944523:10,0.022537:4,0.0316431:10,0.00106139:3,0.311411:10,0.00332801:3,0.263741:10,0.00707222:4,0.381712:10,0.00660647:4,1.03552});
3200	{2,0.638524:5,0.0594332:2,0.501374:5,0.00890563:2,0.0806899:5,0.0591642:2,0.684016:7,0.0147295:2,0.0438526}	{1,0.0417946:5,0.00485761:2,0.472555:5,0.0537776:1,0.506824:5,0.00724001:1,0.590246:5,0.0167674:2,0.396627}	{3,2.0738:7,0.00109546:3,0.0899424:7,0.0235822:3,0.647555:7,0.0176308:3,0.726524:7,0.0309953:2,0.0768851:7,0.00192849:2,0.106104:7,0.0250424:3,0.802051:7,0.00675219:3,0.0199641:7,0.0249584:2,0.77875:7,0.0210424:3,0.552085:7,0.00377053:3,1.15792}	{4,8.07913:10,0.00551851:4,1.6194}	{2,0.278969:7,0.0139788:2,0.0922201:7,0.0104638:3,0.733117:7,0.0119591:2,0.735868:7,0.0289566:2,0.521834:7,0.00935471:2,0.396945:7,0.0652627:2,0.411312:7,0.0117587:3,0.0240777:7,0.013945:3,0.569665:7,0.021968:2,0.231606:7,0.000994264:3,0.16231:7,0.0113992:3,0.553403:7,0.0370078:3,0.0179315:7,0.0108083:3,0.0206305:7,0.00104705:3,0.0988935}	{3,1.86849:10,0.0576222:4,0.0867031:10,0.019991:3,0.00416959:10,0.110696:4,0.368001}	{4,0}	(((n0:{1,0.0417946:5,0.00485761:2,0.472555:5,0.0537776:1,0.506824:5,0.00724001:1,0.590246:5,0.0167674:2,0.396627},n1:{2,0.638524:5,0.0594332:2,0.501374:5,0.00890563:2,0.0806899:5,0.0591642:2,0.684016:7,0.0147295:2,0.0438526}):{2,0.278969:7,0.0139788:2,0.0922201:7,0.0104638:3,0.733117:7,0.0119591:2,0.735868:7,0.0289566:2,0.521834:7,0.00935471:2,0.396945:7,0.0652627:2,0.411312:7,0.0117587:3,0.0240777:7,0.013945:3,0.569665:7,0.021968:2,0.231606:7,0.000994264:3,0.16231:7,0.0113992:3,0.553403:7,0.0370078:3,0.0179315:7,0.0108083:3,0.0206305:7,0.00104705:3,0.0988935},n2:{3,2.0738:7,0.00109546:3,0.0899424:7,0.0235822:3,0.647555:7,0.0176308:3,0.726524:7,0.0309953:2,0.0768851:7,0.00192849:2,0.106104:7,0.0250424:3,0.802051:7,0.00675219:3,0.0199641:7,0.0249584:2,0.77875:7,0.0210424:3,0.552085:7,0.00377053:3,1.15792}):{3,1.86849:10,0.0576222:4,0.0867031:10,0.019991:3,0.00416959:10,0.110696:4,0.368001},n3:{4,8.07913:10,0.00551851:4,1.6194});
3300	{2,1.384:5,0.251351:1,0.0658194}	{1,0.719386:5,0.300268:1,0.407101:6,0.231794:11,0.0426201}	{3,2.07634:7,0.0717218:3,1.10897:7,0.271131:2,1.03333:7,0.0297254:3,0.51873:7,0.0409621:2,0.264133:7,0.160862:2,1.80214:7,0.31963:3,0.537798}	{4,10.4443}	{11,0.0556852:7,0.475953:2,1.69344:7,0.227844:3,0.934625:7,0.14598:2,0.351292:7,0.223483:2,0.676852:7,0.0326935:3,0.590292:7,0.0286813:3,1.09749}	{3,0.575754:10,0.333228:4,1.29981}	{4,0}	(((n0:{1,0.719386:5,0.300268:1,0.407101:6,0.231794:11,0.0426201},n1:{2,1.384:5,0.251351:1,0.0658194}):{11,0.0556852:7,0.475953:2,1.69344:7,0.227844:3,0.934625:7,0.14598:2,0.351292:7,0.223483:2,0.676852:7,0.0326935:3,0.590292:7,0.0286813:3,1.09749},n2:{3,2.07634:7,0.0717218:3,1.10897:7,0.271131:2,1.03333:7,0.0297254:3,0.51873:7,0.0409621:2,0.264133:7,0.160862:2,1.80214:7,0.31963:3,0.537798}):{3,0.575754:10,0.333228:4,1.29981},n3:{4,10.4443});
3400	{2,1.56304}	{1,0.437018:5,0.00786605:1,0.0690063:5,0.00405741:1,0.377025:5,0.00378539:2,0.0743239:5,0.0135975:2,0.0691872:5,0.00747002:2,0.499706}	{3,1.93791:0,5.93481:3,0.146427}	{4,1.93791:0,5.9393:4,1.87515}	{2,0.374863:0,5.9367:3,0.144534}	{3,0.0500263:10,0.0167353:4,1.66645}	{4,0}	(((n0:{1,0.437018:5,0.00786605:1,0.0690063:5,0.00405741:1,0.377025:5,0.00378539:2,0.0743239:5,0.0135975:2,0.0691872:5,0.00747002:2,0.499706},n1:{2,1.56304}):{2,0.374863:0,5.9367:3,0.144534},n2:{3,1.93791:0,5.93481:3,0.146427}):{3,0.0500263:10,0.0167353:4,1.66645},n3:{4,1.93791:0,5.9393:4,1.87515});
3500	{2,0.194765:5,0.00819019:2,0.175203:5,0.00286417:1,0.0830278:5,0.00730855:2,0.699869:5,0.00236106:1,0.105099:5,0.00950254:2,0.0888405}	{1,0.0447422:5,0.0024068:2,0.0650706:5,0.00709067:1,0.105275:5,0.000450015:1,0.0450378:5,0.00405867:1,0.100409:5,0.00213933:2,0.0435749:5,0.0140867:1,0.0023384:5,0.00220025:2,0.256723:5,0.00323854:2,0.0873647:5,0.00714668:1,0.0146675:5,0.00437926:1,0.0413279:5,0.00289939:2,0.275885:5,0.0183434:2,0.163218:5,0.0127426:2,0.0502149}	{3,1.85541:0,5.82795:3,0.000735047}	{4,1.85541:0,6.23011:4,0.00475096:10,0.0282838:4,0.145655:10,0.00130379:3,0.0284465:10,0.0144238:4,0.289806:10,0.000558482:4,0.10808:10,0.00869138:4,0.0695287:10,0.00287244:4,0.266999:10,0.0154441:4,0.287266}	{2,0.0125256:5,0.00195283:1,0.102156:5,0.0202247:1,0.0229:5,0.00908819:1,0.215928:5,0.0241279:2,0.0694725:0,5.82448:3,0.00420583}	{3,0.0743043:7,0.00557863:3,0.092911:7,0.00916791:3,0.041356:7,0.0050856:3,0.116259:7,4.25405e-05:3,0.145594:10,0.00210286:3,0.266796:10,0.0099932:3,0.00994546:10,0.00134358:3,0.00147037:10,0.00338772:4,0.183991:10,0.00316235:4,0.150358:10,0.0285038:4,0.111803:10,0.00183121:3,0.00766782:10,0.00799755:4,0.175839:10,0.00944191:4,0.052457:10,0.0276477:4,0.12749}	{4,0}	(((n0:{1,0.0447422:5,0.0024068:2,0.0650706:5,0.00709067:1,0.105275:5,0.000450015:1,0.0450378:5,0.00405867:1,0.100409:5,0.00213933:2,0.0435749:5,0.0140867:1,0.0023384:5,0.00220025:2,0.256723:5,0.00323854:2,0.0873647:5,0.00714668:1,0.0146675:5,0.00437926:1,0.0413279:5,0.00289939:2,0.275885:5,0.0183434:2,0.163218:5,0.0127426:2,0.0502149},n1:{2,0.194765:5,0.00819019:2,0.175203:5,0.00286417:1,0.0830278:5,0.00730855:2,0.699869:5,0.00236106:1,0.105099:5,0.00950254:2,0.0888405}):{2,0.0125256:5,0.00195283:1,0.102156:5,0.0202247:1,0.0229:5,0.00908819:1,0.215928:5,0.0241279:2,0.0694725:0,5.82448:3,0.00420583},n2:{3,1.85541:0,5.82795:3,0.000735047}):{3,0.0743043:7,0.00557863:3,0.092911:7,0.00916791:3,0.041356:7,0.0050856:3,0.116259:7,4.25405e-05:3,0.145594:10,0.00210286:3,0.266796:10,0.0099932:3,0.00994546:10,0.00134358:3,0.00147037:10,0.00338772:4,0.183991:10,0.00316235:4,0.150358:10,0.0285038:4,0.111803:10,0.00183121:3,0.00766782:10,0.00799755:4,0.175839:10,0.00944191:4,0.052457:10,0.0276477:4,0.12749},n3:{4,1.85541:0,6.23011:4,0.00475096:10,0.0282838:4,0.145655:10,0.00130379:3,0.0284465:10,0.0144238:4,0.289806:10,0.000558482:4,0.10808:10,0.00869138:4,0.0695287:10,0.00287244:4,0.266999:10,0.0154441:4,0.287266});
