Iteration	1	2	3	4	5	6	7	simmap
4700	{2,0.497545:5,0.0837824:1,0.293792:5,0.13629:2,0.0177135:5,0.036748:2,0.462148:5,0.0741303:2,0.4228}	{1,0.113882:5,0.0356647:1,0.827293:5,0.0161672:2,1.03194}	{3,2.36505:7,0.00743821:3,1.14686:7,0.227778:2,0.365107:7,0.239138:2,1.72333:7,0.0773688:3,0.164991:7,0.211331:3,0.132082:7,0.236769:2,0.180536:7,0.0777902:3,0.113023:7,0.174136:2,0.488485:7,0.0963999:3,0.387963:10,0.300222:3,0.140748}	{4,8.38677:10,0.280902:4,0.792601}	{2,0.0174174:5,0.0111515:2,0.784142:7,0.149265:3,0.0571766:7,0.03704:3,0.312768:7,0.063728:3,0.0235006:7,0.16493:3,0.267122:7,0.202008:3,0.514782:7,0.0411756:2,0.49957:7,0.170948:2,0.209083:7,0.0897245:2,1.19089:7,0.0754272:3,0.215232:7,0.00297846:2,0.294902:7,0.0118114:3,1.23172:10,0.0154487:3,0.000518665:10,0.131427:3,0.0457111}	{3,0.371322:10,0.147102:4,0.0853016}	{4,0}	(((n1:{2,0.497545:5,0.0837824:1,0.293792:5,0.13629:2,0.0177135:5,0.036748:2,0.462148:5,0.0741303:2,0.4228},n0:{1,0.113882:5,0.0356647:1,0.827293:5,0.0161672:2,1.03194}):{2,0.0174174:5,0.0111515:2,0.784142:7,0.149265:3,0.0571766:7,0.03704:3,0.312768:7,0.063728:3,0.0235006:7,0.16493:3,0.267122:7,0.202008:3,0.514782:7,0.0411756:2,0.49957:7,0.170948:2,0.209083:7,0.0897245:2,1.19089:7,0.0754272:3,0.215232:7,0.00297846:2,0.294902:7,0.0118114:3,1.23172:10,0.0154487:3,0.000518665:10,0.131427:3,0.0457111},n2:{3,2.36505:7,0.00743821:3,1.14686:7,0.227778:2,0.365107:7,0.239138:2,1.72333:7,0.0773688:3,0.164991:7,0.211331:3,0.132082:7,0.236769:2,0.180536:7,0.0777902:3,0.113023:7,0.174136:2,0.488485:7,0.0963999:3,0.387963:10,0.300222:3,0.140748}):{3,0.371322:10,0.147102:4,0.0853016},n3:{4,8.38677:10,0.280902:4,0.792601});
4800	{2,1.84943}	{1,0.802265:5,0.156065:2,0.891095}	{3,2.58736:7,0.0343123:2,0.621353:7,0.0823211:2,1.33357:7,0.0933755:3,2.56962:7,0.0927576:3,0.688559:10,0.132386}	{4,8.23561}	{2,0.331334:7,0.101951:2,0.0584678:7,0.0752965:2,2.20527:7,0.0849442:3,0.963447:7,0.165809:2,0.480277:7,0.0128954:3,1.86696:10,0.0115045:3,0.616397:10,0.0253931:3,0.816653:10,0.0215881:4,0.551053}	{10,0.000458479:4,2.0026}	{4,0}	((n2:{3,2.58736:7,0.0343123:2,0.621353:7,0.0823211:2,1.33357:7,0.0933755:3,2.56962:7,0.0927576:3,0.688559:10,0.132386},n3:{4,8.23561}):{10,0.000458479:4,2.0026},(n1:{2,1.84943},n0:{1,0.802265:5,0.156065:2,0.891095}):{2,0.331334:7,0.101951:2,0.0584678:7,0.0752965:2,2.20527:7,0.0849442:3,0.963447:7,0.165809:2,0.480277:7,0.0128954:3,1.86696:10,0.0115045:3,0.616397:10,0.0253931:3,0.816653:10,0.0215881:4,0.551053});
4900	{2,1.44467:5,0.00726181:2,1.2855}	{1,1.02238:5,0.00222421:2,1.71283}	{3,2.28399:7,0.00233886:3,6.12756:10,0.053486:4,0.663494}	{4,9.13087}	{2,1.51919:7,0.061157:2,1.91533:7,0.0202417:3,0.851356:7,0.0950244:3,1.92047:10,0.0139493:4,1.3364}	{4,1.33969}	{4,0}	((n0:{1,1.02238:5,0.00222421:2,1.71283},n1:{2,1.44467:5,0.00726181:2,1.2855}):{2,1.51919:7,0.061157:2,1.91533:7,0.0202417:3,0.851356:7,0.0950244:3,1.92047:10,0.0139493:4,1.3364},(n3:{4,9.13087},n2:{3,2.28399:7,0.00233886:3,6.12756:10,0.053486:4,0.663494}):{4,1.33969});
5000	{2,0.114718:5,0.00343053:1,0.301555:5,0.02358:2,2.27472:7,0.00857674:2,0.589349:7,5.88689e-05:2,0.00495768:7,0.00463605:3,0.00855111}	{1,0.013652:5,0.0111835:2,0.6128:5,0.00694264:1,0.767984:5,0.0351593:2,0.23498:5,0.0424364:2,0.326712:7,0.0183481:3,0.195306:7,0.00576381:2,0.271944:7,0.00969297:2,0.120078:7,0.0163979:3,0.644753}	{3,3.2082:7,0.076829:3,0.306839:7,0.0501151:3,0.110552:7,0.00508389:2,0.0384731:7,0.0040133:3,0.119877:7,0.0379689:2,0.1724:7,0.00199712:2,0.24864:7,0.00398184:3,0.0745104:7,0.0102307:2,0.463196:7,0.025797:3,0.331614:7,0.0168833:3,0.0579745:7,0.0581421:2,0.209337:7,0.0398802:2,0.0901907:7,0.0131766:3,1.01364:7,0.00469027:2,0.48022:7,0.000863191:3,0.388363:7,0.00139592:3,0.0103561:7,0.0691397:3,0.306023:10,0.00666458:4,0.725668}	{4,8.78292}	{3,0.377907:7,0.0363749:2,0.369373:7,0.0021563:2,0.101705:7,0.0247636:3,1.78454:7,0.000946977:2,1.23459:7,0.000221675:2,0.116462:7,0.0716769:2,0.0966363:7,0.0633762:3,0.408305:10,0.00911275:4,0.111032:10,0.0529368:4,0.306772:10,0.00544632:4,0.423179:10,0.065433:4,0.398599:10,0.00458898:4,0.6237}	{4,0.309049:10,0.0249749:4,0.90702}	{4,0}	((n3:{4,8.78292},n2:{3,3.2082:7,0.076829:3,0.306839:7,0.0501151:3,0.110552:7,0.00508389:2,0.0384731:7,0.0040133:3,0.119877:7,0.0379689:2,0.1724:7,0.00199712:2,0.24864:7,0.00398184:3,0.0745104:7,0.0102307:2,0.463196:7,0.025797:3,0.331614:7,0.0168833:3,0.0579745:7,0.0581421:2,0.209337:7,0.0398802:2,0.0901907:7,0.0131766:3,1.01364:7,0.00469027:2,0.48022:7,0.000863191:3,0.388363:7,0.00139592:3,0.0103561:7,0.0691397:3,0.306023:10,0.00666458:4,0.725668}):{4,0.309049:10,0.0249749:4,0.90702},(n0:{1,0.013652:5,0.0111835:2,0.6128:5,0.00694264:1,0.767984:5,0.0351593:2,0.23498:5,0.0424364:2,0.326712:7,0.0183481:3,0.195306:7,0.00576381:2,0.271944:7,0.00969297:2,0.120078:7,0.0163979:3,0.644753},n1:{2,0.114718:5,0.00343053:1,0.301555:5,0.02358:2,2.27472:7,0.00857674:2,0.589349:7,5.88689e-05:2,0.00495768:7,0.00463605:3,0.00855111}):{3,0.377907:7,0.0363749:2,0.369373:7,0.0021563:2,0.101705:7,0.0247636:3,1.78454:7,0.000946977:2,1.23459:7,0.000221675:2,0.116462:7,0.0716769:2,0.0966363:7,0.0633762:3,0.408305:10,0.00911275:4,0.111032:10,0.0529368:4,0.306772:10,0.00544632:4,0.423179:10,0.065433:4,0.398599:10,0.00458898:4,0.6237});
5100	{2,0.727948:5,0.0932301:2,2.47582:7,0.149952:2,0.463373}	{1,0.426509:5,0.0144508:1,0.671479:5,0.0758858:1,0.23825:5,0.0690587:2,0.435909:7,0.127354:3,1.40683:7,0.135521:2,0.309075}	{3,2.91016:7,0.0315739:3,0.41267:7,0.0644066:3,0.201602:7,0.022242:2,0.582843:7,0.189583:3,0.15048:7,0.0456866:3,4.16028}	{4,8.67039:10,0.0905272:3,0.0106144}	{2,0.44765:7,0.00908185:3,0.0461647:7,0.101925:3,0.731888:7,0.0351372:2,0.082233:7,0.168976:3,0.499787:7,0.0050332:3,0.333341:7,0.139425:3,0.339519:7,0.0167952:2,0.450681:7,0.0760494:3,0.0685184:7,0.134589:3,1.27362:10,0.0363849:3,0.348882:10,0.0582859:4,0.128195:10,0.125524:4,0.701829}	{3,0.339824:10,0.00701363:4,0.585241:10,0.197479:4,0.368755}	{4,0}	((n3:{4,8.67039:10,0.0905272:3,0.0106144},n2:{3,2.91016:7,0.0315739:3,0.41267:7,0.0644066:3,0.201602:7,0.022242:2,0.582843:7,0.189583:3,0.15048:7,0.0456866:3,4.16028}):{3,0.339824:10,0.00701363:4,0.585241:10,0.197479:4,0.368755},(n0:{1,0.426509:5,0.0144508:1,0.671479:5,0.0758858:1,0.23825:5,0.0690587:2,0.435909:7,0.127354:3,1.40683:7,0.135521:2,0.309075},n1:{2,0.727948:5,0.0932301:2,2.47582:7,0.149952:2,0.463373}):{2,0.44765:7,0.00908185:3,0.0461647:7,0.101925:3,0.731888:7,0.0351372:2,0.082233:7,0.168976:3,0.499787:7,0.0050332:3,0.333341:7,0.139425:3,0.339519:7,0.0167952:2,0.450681:7,0.0760494:3,0.0685184:7,0.134589:3,1.27362:10,0.0363849:3,0.348882:10,0.0582859:4,0.128195:10,0.125524:4,0.701829});
5200	{2,0.504571:5,0.0114929:1,0.312377:5,0.0199311:1,0.55027:5,0.0450992:2,0.0894403:5,0.0148825:1,0.0902165:5,0.00322588:1,0.148365:5,0.0162721:2,0.195261:5,0.00131207:2,0.294591:7,0.0170552:3,0.0557843:7,0.00711202:2,0.120225:7,0.00563007:3,0.206886:7,0.0104865:3,0.152346:7,0.071781:3,0.499331:7,0.0135928:3,0.0810657:7,0.0469635:3,0.736828:7,0.084607:3,0.463261:7,0.00200038:2,0.0125382:7,0.000523776:2,0.0845535}	{1,0.0001416:5,0.0352446:2,0.0972405:5,0.037244:1,0.21521:5,0.0489176:2,0.0628645:5,0.0162912:1,0.961794:5,0.0241027:2,0.0417678:5,0.0198707:1,0.107465:5,0.00118923:2,0.0214634:5,0.00061695:1,0.0516821:5,0.0292173:2,0.604299:7,0.0306553:2,0.345612:7,0.0152669:3,0.0955961:7,0.032889:2,0.194913:7,0.0063823:2,0.0102857:7,0.000165554:2,0.0550299:7,0.0267902:3,0.758221:7,0.0130673:2,0.752347:7,0.00904171:2,0.246992}	{3,2.26755:7,0.0228772:3,0.274576:7,0.0298441:2,0.55343:7,0.0111736:3,0.08419:7,0.0436409:3,0.0151886:7,0.0156134:3,0.601361:7,0.011679:2,0.1022:7,0.0295789:3,0.322627:7,0.00323893:3,0.700235:7,0.0881598:3,0.394586:7,0.105817:2,0.0145182:7,0.0307632:2,0.0988442:7,0.00805203:3,0.0581225:7,0.0130237:2,0.855843:7,0.0111984:3,0.406301:7,0.0220847:3,0.254898:7,0.0320619:3,0.0610515:7,0.0272105:2,0.0388645:7,0.00264416:3,0.0777497:7,0.00842404:3,0.288624:10,0.0120032:4,0.114071:10,0.0275049:4,0.0450476}	{4,8.18647}	{2,0.146241:7,0.0399913:2,0.242856:7,0.00580568:3,0.488426:7,0.00113183:3,0.38787:7,0.0344505:2,0.217065:7,0.0102621:2,0.0919399:7,0.0637402:2,0.244573:7,0.0313033:2,0.0778309:7,0.021429:3,0.0472819:7,0.0199182:3,1.04802:10,4.97991e-05:4,0.575851:10,0.00564823:4,1.11723:10,0.038858:3,0.0829831:10,0.000666008:4,0.202642:10,0.00254092:4,0.267508}	{4,0.0654339:10,0.0339487:4,0.243855:10,0.0387321:4,0.49837:10,0.0102669:4,0.532939:10,0.0371984:3,0.106744:10,0.0517288:4,0.678299}	{4,0}	((n0:{1,0.0001416:5,0.0352446:2,0.0972405:5,0.037244:1,0.21521:5,0.0489176:2,0.0628645:5,0.0162912:1,0.961794:5,0.0241027:2,0.0417678:5,0.0198707:1,0.107465:5,0.00118923:2,0.0214634:5,0.00061695:1,0.0516821:5,0.0292173:2,0.604299:7,0.0306553:2,0.345612:7,0.0152669:3,0.0955961:7,0.032889:2,0.194913:7,0.0063823:2,0.0102857:7,0.000165554:2,0.0550299:7,0.0267902:3,0.758221:7,0.0130673:2,0.752347:7,0.00904171:2,0.246992},n1:{2,0.504571:5,0.0114929:1,0.312377:5,0.0199311:1,0.55027:5,0.0450992:2,0.0894403:5,0.0148825:1,0.0902165:5,0.00322588:1,0.148365:5,0.0162721:2,0.195261:5,0.00131207:2,0.294591:7,0.0170552:3,0.0557843:7,0.00711202:2,0.120225:7,0.00563007:3,0.206886:7,0.0104865:3,0.152346:7,0.071781:3,0.499331:7,0.0135928:3,0.0810657:7,0.0469635:3,0.736828:7,0.084607:3,0.463261:7,0.00200038:2,0.0125382:7,0.000523776:2,0.0845535}):{2,0.146241:7,0.0399913:2,0.242856:7,0.00580568:3,0.488426:7,0.00113183:3,0.38787:7,0.0344505:2,0.217065:7,0.0102621:2,0.0919399:7,0.0637402:2,0.244573:7,0.0313033:2,0.0778309:7,0.021429:3,0.0472819:7,0.0199182:3,1.04802:10,4.97991e-05:4,0.575851:10,0.00564823:4,1.11723:10,0.038858:3,0.0829831:10,0.000666008:4,0.202642:10,0.00254092:4,0.267508},(n2:{3,2.26755:7,0.0228772:3,0.274576:7,0.0298441:2,0.55343:7,0.0111736:3,0.08419:7,0.0436409:3,0.0151886:7,0.0156134:3,0.601361:7,0.011679:2,0.1022:7,0.0295789:3,0.322627:7,0.00323893:3,0.700235:7,0.0881598:3,0.394586:7,0.105817:2,0.0145182:7,0.0307632:2,0.0988442:7,0.00805203:3,0.0581225:7,0.0130237:2,0.855843:7,0.0111984:3,0.406301:7,0.0220847:3,0.254898:7,0.0320619:3,0.0610515:7,0.0272105:2,0.0388645:7,0.00264416:3,0.0777497:7,0.00842404:3,0.288624:10,0.0120032:4,0.114071:10,0.0275049:4,0.0450476},n3:{4,8.18647}):{4,0.0654339:10,0.0339487:4,0.243855:10,0.0387321:4,0.49837:10,0.0102669:4,0.532939:10,0.0371984:3,0.106744:10,0.0517288:4,0.678299});
5300	{2,0.0510735:5,0.0448076:2,2.07012:7,0.183495:2,1.84893:7,0.0254649:3,0.953457}	{1,0.0947617:5,0.0961824:1,1.44195:5,0.048404:2,0.578737:7,0.000475657:3,2.91684}	{3,5.56673:7,0.00180679:3,0.966522:7,0.132459:3,0.182417:7,0.0233546:3,0.191079:7,0.0423695:2,0.278143:7,0.124887:3,1.69979}	{4,8.12148:10,0.268057:3,0.820021}	{3,0.779514:7,0.0567338:3,2.52219:10,0.0246305:4,1.82216}	{3,0.436059:10,0.0191071:4,0.717857}	{4,0}	((n3:{4,8.12148:10,0.268057:3,0.820021},n2:{3,5.56673:7,0.00180679:3,0.966522:7,0.132459:3,0.182417:7,0.0233546:3,0.191079:7,0.0423695:2,0.278143:7,0.124887:3,1.69979}):{3,0.436059:10,0.0191071:4,0.717857},(n0:{1,0.0947617:5,0.0961824:1,1.44195:5,0.048404:2,0.578737:7,0.000475657:3,2.91684},n1:{2,0.0510735:5,0.0448076:2,2.07012:7,0.183495:2,1.84893:7,0.0254649:3,0.953457}):{3,0.779514:7,0.0567338:3,2.52219:10,0.0246305:4,1.82216});
5400	{2,0.0541608:5,0.0152101:2,0.405305:5,0.0237385:2,0.0895627:5,0.032094:1,0.0773652:5,0.00890487:1,0.0715683:5,0.00021072:2,0.781768:5,0.00598297:2,0.858783:7,0.00201023:3,0.288386:7,0.00946874:2,0.284109:7,0.0225436:3,0.565194:7,0.0307416:3,0.00816451:7,0.0145633:3,0.430389}	{1,0.474274:5,0.00449272:1,0.141473:5,0.0203337:1,0.235897:5,0.016874:1,0.373712:5,0.00885925:1,0.54163:5,0.0152397:1,0.27681:5,0.0488361:2,1.17217:7,0.0540528:2,0.446767:7,0.0230054:3,0.2258}	{3,2.20292:7,0.0262128:2,0.00179015:7,0.00154874:3,0.117446:7,0.0182003:3,0.104988:7,0.00342567:3,0.858523:7,0.0225234:3,0.264534:7,0.0156218:2,0.373408:7,0.00714072:3,0.52229:7,0.00158017:2,1.15741:7,0.0150805:2,0.0372427:7,0.00352982:2,0.340224:7,0.0211097:2,0.158204:7,0.0635368:2,0.051837:7,0.0227393:3,0.263394:7,0.0721383:3,1.12247:7,0.0107663:3,0.0100793:7,0.00156267:3,1.17297:10,0.0573566:4,0.158794}	{4,2.17297:0,5.92941:4,0.619222:10,0.0405316:4,0.20079:10,0.0169627:4,0.942096}	{3,0.147129:7,0.0680327:2,0.829049:7,0.0784796:2,0.477569:7,0.00177882:3,0.149154:7,0.000805504:3,0.0360534:7,0.0243869:2,1.23123:7,0.00034352:3,0.248771:7,0.0211848:3,0.250059:7,0.0144482:3,0.405985:7,0.0121051:3,0.0471396:10,0.0171275:4,1.14154}	{4,0.639388}	{4,0}	(((n1:{2,0.0541608:5,0.0152101:2,0.405305:5,0.0237385:2,0.0895627:5,0.032094:1,0.0773652:5,0.00890487:1,0.0715683:5,0.00021072:2,0.781768:5,0.00598297:2,0.858783:7,0.00201023:3,0.288386:7,0.00946874:2,0.284109:7,0.0225436:3,0.565194:7,0.0307416:3,0.00816451:7,0.0145633:3,0.430389},n0:{1,0.474274:5,0.00449272:1,0.141473:5,0.0203337:1,0.235897:5,0.016874:1,0.373712:5,0.00885925:1,0.54163:5,0.0152397:1,0.27681:5,0.0488361:2,1.17217:7,0.0540528:2,0.446767:7,0.0230054:3,0.2258}):{3,0.147129:7,0.0680327:2,0.829049:7,0.0784796:2,0.477569:7,0.00177882:3,0.149154:7,0.000805504:3,0.0360534:7,0.0243869:2,1.23123:7,0.00034352:3,0.248771:7,0.0211848:3,0.250059:7,0.0144482:3,0.405985:7,0.0121051:3,0.0471396:10,0.0171275:4,1.14154},n2:{3,2.20292:7,0.0262128:2,0.00179015:7,0.00154874:3,0.117446:7,0.0182003:3,0.104988:7,0.00342567:3,0.858523:7,0.0225234:3,0.264534:7,0.0156218:2,0.373408:7,0.00714072:3,0.52229:7,0.00158017:2,1.15741:7,0.0150805:2,0.0372427:7,0.00352982:2,0.340224:7,0.0211097:2,0.158204:7,0.0635368:2,0.051837:7,0.0227393:3,0.263394:7,0.0721383:3,1.12247:7,0.0107663:3,0.0100793:7,0.00156267:3,1.17297:10,0.0573566:4,0.158794}):{4,0.639388},n3:{4,2.17297:0,5.92941:4,0.619222:10,0.0405316:4,0.20079:10,0.0169627:4,0.942096});
5500	{2,1.19508:5,0.00565629:2,0.676196:5,0.0390177:2,0.985039:7,0.0192331:3,0.78431}	{1,0.24437:5,0.048851:2,0.93986:5,0.00487416:1,0.18597:5,0.0132092:2,0.105102:5,0.0776784:2,0.280014:5,0.0313078:2,1.40696:7,0.0410806:3,0.325259}	{3,2.10466:7,0.027563:3,4.12805:7,0.00533227:3,2.31976}	{4,9.89955}	{3,1.98336:7,0.000664761:3,1.47884:7,0.0106652:3,1.40731}	{3,0.70834:10,0.0393139:4,0.566523}	{4,0}	(((n1:{2,1.19508:5,0.00565629:2,0.676196:5,0.0390177:2,0.985039:7,0.0192331:3,0.78431},n0:{1,0.24437:5,0.048851:2,0.93986:5,0.00487416:1,0.18597:5,0.0132092:2,0.105102:5,0.0776784:2,0.280014:5,0.0313078:2,1.40696:7,0.0410806:3,0.325259}):{3,1.98336:7,0.000664761:3,1.47884:7,0.0106652:3,1.40731},n2:{3,2.10466:7,0.027563:3,4.12805:7,0.00533227:3,2.31976}):{3,0.70834:10,0.0393139:4,0.566523},n3:{4,9.89955});
5600	{0,1.7782:2,0.159123:0,2.3398:2,0.0254301}	{0,1.6891:2,0.248227:0,2.27824:2,0.0869862}	{0,1.86757:3,0.0697595:0,5.83098:3,0.282696:0,1.43114:4,0.0100804}	{0,1.9194:4,0.0179283:0,5.83834:4,0.27534:0,0.635308:3,0.0281614}	{0,3.33311:3,0.415344:0,0.658692:3,0.00477754}	{0,0.739965:4,0.0377859}	{4,0}	((n3:{0,1.9194:4,0.0179283:0,5.83834:4,0.27534:0,0.635308:3,0.0281614},(n1:{0,1.7782:2,0.159123:0,2.3398:2,0.0254301},n0:{0,1.6891:2,0.248227:0,2.27824:2,0.0869862}):{0,3.33311:3,0.415344:0,0.658692:3,0.00477754}):{0,0.739965:4,0.0377859},n2:{0,1.86757:3,0.0697595:0,5.83098:3,0.282696:0,1.43114:4,0.0100804});
5700	{2,3.86865}	{1,0.489507:5,0.175107:2,3.20403}	{3,2.67638:7,0.235735:3,4.62145}	{4,9.85544}	{2,0.281807:7,0.285498:3,3.09762}	{3,0.825592:10,0.290543:4,1.20574}	{4,0}	(((n0:{1,0.489507:5,0.175107:2,3.20403},n1:{2,3.86865}):{2,0.281807:7,0.285498:3,3.09762},n2:{3,2.67638:7,0.235735:3,4.62145}):{3,0.825592:10,0.290543:4,1.20574},n3:{4,9.85544});
5800	{2,0.516033:5,0.00706649:2,1.16725:5,0.0304398:2,0.0203721:5,0.040207:2,0.303758:7,0.019573:3,0.335943:7,0.00453349:2,0.392168:7,0.00554036:2,0.0371653:7,0.0154695:3,0.411841:7,0.00924899:2,0.0607345:7,0.000847835:3,0.182544}	{1,0.15483:5,0.015296:1,0.294793:5,0.0236141:2,0.00430982:5,0.017511:2,0.144363:5,0.02315:1,0.213274:5,0.000225838:2,0.0953112:5,0.0483739:2,0.121357:5,0.0102473:1,0.149334:5,0.00212474:2,0.21209:5,0.0340774:2,0.0185113:5,0.0500838:1,0.0726507:5,0.0108623:1,0.0330937:5,0.00421065:2,0.26863:7,0.0312224:3,0.193747:7,0.0235977:3,0.384608:7,0.0287586:2,0.0871531:7,0.01714:3,0.0605226:7,0.00314375:3,0.132208:7,0.0254556:3,0.0162151:7,0.0451584:3,0.343051:7,0.00380338:2,0.0390989:7,0.030954:3,0.0725712}	{3,2.51955:7,0.0229851:2,0.000672026:7,0.000736003:2,0.00337884:7,0.00674855:2,0.0982108:7,0.00563147:3,0.409003:7,0.000373838:2,0.124196:7,0.0806051:2,0.259016:7,0.0100127:2,0.513398:7,0.0260369:3,0.125814:7,0.041462:3,0.419826:7,0.0366335:3,0.12898:7,0.0172057:2,0.0668899:7,0.000497694:3,0.0502416:7,0.0167936:3,0.318354:7,0.00295581:2,0.155339}	{4,1.87331:0,5.93482:4,1.15674:10,0.0176099:3,0.137321:10,0.0115186:3,0.0524794:10,0.00887903:4,0.132229:10,0.0357054:3,0.134286:10,0.00910405:4,0.0422508}	{3,0.0466437:7,0.0156545:3,0.00186348:7,0.000797461:3,0.0152008:7,0.000402816:2,0.358644:7,0.000147355:3,0.198302:7,0.0216604:3,0.268919:7,0.0173872:3,0.0487986:7,0.127711:2,0.778679}	{2,0.0864468:7,0.00230464:2,0.0259024:7,0.0737267:2,0.143347:7,0.0251271:2,0.0507725:7,0.00310625:3,0.0538013:7,0.0296357:3,0.367124:7,0.00692136:2,0.585252:7,0.00776773:2,0.214558:7,0.00629686:2,0.022979:7,0.00739448:2,0.56223:7,0.0178663:3,0.197068:10,0.00522419:4,0.23501:10,0.000978168:3,0.719932:10,0.0125611:4,0.3243:10,0.0102633:3,0.0124388:10,0.00126498:4,0.273103}	{4,0}	(((n0:{1,0.15483:5,0.015296:1,0.294793:5,0.0236141:2,0.00430982:5,0.017511:2,0.144363:5,0.02315:1,0.213274:5,0.000225838:2,0.0953112:5,0.0483739:2,0.121357:5,0.0102473:1,0.149334:5,0.00212474:2,0.21209:5,0.0340774:2,0.0185113:5,0.0500838:1,0.0726507:5,0.0108623:1,0.0330937:5,0.00421065:2,0.26863:7,0.0312224:3,0.193747:7,0.0235977:3,0.384608:7,0.0287586:2,0.0871531:7,0.01714:3,0.0605226:7,0.00314375:3,0.132208:7,0.0254556:3,0.0162151:7,0.0451584:3,0.343051:7,0.00380338:2,0.0390989:7,0.030954:3,0.0725712},n1:{2,0.516033:5,0.00706649:2,1.16725:5,0.0304398:2,0.0203721:5,0.040207:2,0.303758:7,0.019573:3,0.335943:7,0.00453349:2,0.392168:7,0.00554036:2,0.0371653:7,0.0154695:3,0.411841:7,0.00924899:2,0.0607345:7,0.000847835:3,0.182544}):{3,0.0466437:7,0.0156545:3,0.00186348:7,0.000797461:3,0.0152008:7,0.000402816:2,0.358644:7,0.000147355:3,0.198302:7,0.0216604:3,0.268919:7,0.0173872:3,0.0487986:7,0.127711:2,0.778679},n2:{3,2.51955:7,0.0229851:2,0.000672026:7,0.000736003:2,0.00337884:7,0.00674855:2,0.0982108:7,0.00563147:3,0.409003:7,0.000373838:2,0.124196:7,0.0806051:2,0.259016:7,0.0100127:2,0.513398:7,0.0260369:3,0.125814:7,0.041462:3,0.419826:7,0.0366335:3,0.12898:7,0.0172057:2,0.0668899:7,0.000497694:3,0.0502416:7,0.0167936:3,0.318354:7,0.00295581:2,0.155339}):{2,0.0864468:7,0.00230464:2,0.0259024:7,0.0737267:2,0.143347:7,0.0251271:2,0.0507725:7,0.00310625:3,0.0538013:7,0.0296357:3,0.367124:7,0.00692136:2,0.585252:7,0.00776773:2,0.214558:7,0.00629686:2,0.022979:7,0.00739448:2,0.56223:7,0.0178663:3,0.197068:10,0.00522419:4,0.23501:10,0.000978168:3,0.719932:10,0.0125611:4,0.3243:10,0.0102633:3,0.0124388:10,0.00126498:4,0.273103},n3:{4,1.87331:0,5.93482:4,1.15674:10,0.0176099:3,0.137321:10,0.0115186:3,0.0524794:10,0.00887903:4,0.132229:10,0.0357054:3,0.134286:10,0.00910405:4,0.0422508});
5900	{2,0.479563:5,0.0199427:2,0.547477:5,0.165814:2,0.401:5,0.125248:2,1.77462:7,0.00250053:3,0.118359}	{1,0.025653:5,0.00196094:2,0.456007:5,0.142212:1,0.143104:5,0.0758119:2,1.85276:7,0.175308:2,0.00207836:7,0.0809055:3,0.678726}	{3,2.02335:7,0.083516:2,2.22402:7,0.0893543:2,0.0827568:7,0.0310718:2,1.11343}	{4,8.53927:10,0.084275:4,0.286068:10,0.0364392:3,0.679928:10,0.026003:4,0.219396}	{3,1.34356:7,0.161382:2,0.228608:7,0.211207:2,0.0682224}	{2,0.109845:7,0.0423887:3,3.61651:10,0.111429:4,0.343714}	{4,0}	(((n1:{2,0.479563:5,0.0199427:2,0.547477:5,0.165814:2,0.401:5,0.125248:2,1.77462:7,0.00250053:3,0.118359},n0:{1,0.025653:5,0.00196094:2,0.456007:5,0.142212:1,0.143104:5,0.0758119:2,1.85276:7,0.175308:2,0.00207836:7,0.0809055:3,0.678726}):{3,1.34356:7,0.161382:2,0.228608:7,0.211207:2,0.0682224},n2:{3,2.02335:7,0.083516:2,2.22402:7,0.0893543:2,0.0827568:7,0.0310718:2,1.11343}):{2,0.109845:7,0.0423887:3,3.61651:10,0.111429:4,0.343714},n3:{4,8.53927:10,0.084275:4,0.286068:10,0.0364392:3,0.679928:10,0.026003:4,0.219396});
6000	{2,0.667076:5,0.20445:2,1.42661:7,0.117613:2,1.99431}	{1,0.753682:5,0.014214:2,2.78146:7,0.0306202:2,0.257284:7,0.0107491:2,0.562056}	{3,6.52181}	{4,10.3049}	{2,1.77312:7,0.0636226:3,0.275002}	{3,1.09847:7,0.0674283:3,0.482863:10,0.0122143:3,0.703569:10,0.00687182:4,1.41165}	{4,0}	(((n1:{2,0.667076:5,0.20445:2,1.42661:7,0.117613:2,1.99431},n0:{1,0.753682:5,0.014214:2,2.78146:7,0.0306202:2,0.257284:7,0.0107491:2,0.562056}):{2,1.77312:7,0.0636226:3,0.275002},n2:{3,6.52181}):{3,1.09847:7,0.0674283:3,0.482863:10,0.0122143:3,0.703569:10,0.00687182:4,1.41165},n3:{4,10.3049});
